"Index","Symbol","Dividend_Date","Increase_Num","Increase_Year","Price_Date","Timeframe","Open","High","Low","Close"
"928","ITW",2020-09-29,5,2020,2020-09-28,"Before",194.820007324219,198.75,194.419998168945,195.679992675781
"929","ITW",2020-09-29,5,2020,2020-09-29,"During",194.860000610352,196.419998168945,192.720001220703,193.470001220703
"930","ITW",2020-09-29,5,2020,2020-09-30,"After",194.470001220703,197.139999389648,191.520004272461,193.210006713867
"931","JKHY",2024-03-07,1,2024,2024-03-06,"Before",173.039993286133,175.880004882812,172.429992675781,174.320007324219
"932","JKHY",2024-03-07,1,2024,2024-03-07,"During",174.740005493164,175.220001220703,172.759994506836,173.779998779297
"933","JKHY",2024-03-07,1,2024,2024-03-08,"After",174.449996948242,176.669998168945,174.449996948242,174.649993896484
"934","JKHY",2023-03-07,2,2023,2023-03-06,"Before",166.479995727539,167.300003051758,164.669998168945,164.710006713867
"935","JKHY",2023-03-07,2,2023,2023-03-07,"During",164.330001831055,165.630004882812,162.940002441406,163.649993896484
"936","JKHY",2023-03-07,2,2023,2023-03-08,"After",163.259994506836,165.279998779297,163.029998779297,164.270004272461
"937","JKHY",2022-03-07,3,2022,2022-03-04,"Before",182.429992675781,185.630004882812,181.729995727539,185.330001831055
"938","JKHY",2022-03-07,3,2022,2022-03-07,"During",184.75,187.729995727539,183.160003662109,183.690002441406
"939","JKHY",2022-03-07,3,2022,2022-03-08,"After",182.960006713867,183.520004272461,175.259994506836,177.300003051758
"940","JKHY",2021-03-05,4,2021,2021-03-04,"Before",152.110000610352,152.199996948242,146.229995727539,147.300003051758
"941","JKHY",2021-03-05,4,2021,2021-03-05,"During",148,152.820007324219,146.369995117188,151.779998779297
"942","JKHY",2021-03-05,4,2021,2021-03-08,"After",152.190002441406,155,150.220001220703,151
"943","JKHY",2020-02-28,5,2020,2020-02-27,"Before",157.729995727539,160.990005493164,154.220001220703,154.550003051758
"944","JKHY",2020-02-28,5,2020,2020-02-28,"During",151.770004272461,153.910003662109,147.729995727539,151.740005493164
"945","JKHY",2020-02-28,5,2020,2020-03-02,"After",152.600006103516,158.820007324219,150.419998168945,158.729995727539
"946","JNJ",2024-05-20,1,2024,2024-05-17,"Before",154.860000610352,154.860000610352,153.710006713867,154.639999389648
"947","JNJ",2024-05-20,1,2024,2024-05-20,"During",153.100006103516,153.389999389648,151.259994506836,151.270004272461
"948","JNJ",2024-05-20,1,2024,2024-05-21,"After",151.779998779297,152.589996337891,150.789993286133,151.240005493164
"949","JNJ",2023-05-22,2,2023,2023-05-19,"Before",158.589996337891,159.929992675781,158.139999389648,158.910003662109
"950","JNJ",2023-05-22,2,2023,2023-05-22,"During",158,159.139999389648,156.779998779297,156.869995117188
"951","JNJ",2023-05-22,2,2023,2023-05-23,"After",157.100006103516,158.270004272461,156.369995117188,156.809997558594
"952","JNJ",2022-05-23,3,2022,2022-05-20,"Before",174.850006103516,177.160003662109,174.050003051758,176.979995727539
"953","JNJ",2022-05-23,3,2022,2022-05-23,"During",177.600006103516,179.929992675781,177.460006713867,179.440002441406
"954","JNJ",2022-05-23,3,2022,2022-05-24,"After",179.25,181.740005493164,179.100006103516,181.399993896484
"955","JNJ",2021-05-24,4,2021,2021-05-21,"Before",171.330001831055,172.740005493164,170.869995117188,170.960006713867
"956","JNJ",2021-05-24,4,2021,2021-05-24,"During",170.899993896484,171.350006103516,169.770004272461,170.550003051758
"957","JNJ",2021-05-24,4,2021,2021-05-25,"After",170.669998168945,171.029998779297,169.740005493164,170.080001831055
"958","JNJ",2020-05-22,5,2020,2020-05-21,"Before",148.5,148.5,145.820007324219,146.710006713867
"959","JNJ",2020-05-22,5,2020,2020-05-22,"During",144.570007324219,146.289993286133,144.059997558594,144.369995117188
"960","JNJ",2020-05-22,5,2020,2020-05-26,"After",146.190002441406,146.440002441406,144.300003051758,144.559997558594
"961","KMB",2024-03-07,1,2024,2024-03-06,"Before",123.569999694824,124.980003356934,123.25,124.809997558594
"962","KMB",2024-03-07,1,2024,2024-03-07,"During",124,126.050003051758,123.459999084473,125.900001525879
"963","KMB",2024-03-07,1,2024,2024-03-08,"After",125.709999084473,126.139999389648,124.839996337891,125.650001525879
"964","KMB",2023-03-09,2,2023,2023-03-08,"Before",123.690002441406,124.089996337891,123.199996948242,123.800003051758
"965","KMB",2023-03-09,2,2023,2023-03-09,"During",123.309997558594,123.860000610352,122.050003051758,122.610000610352
"966","KMB",2023-03-09,2,2023,2023-03-10,"After",122.980003356934,123.220001220703,121.970001220703,122.339996337891
"967","KMB",2022-03-03,3,2022,2022-03-02,"Before",128.679992675781,130.130004882812,128.059997558594,129.820007324219
"968","KMB",2022-03-03,3,2022,2022-03-03,"During",128.860000610352,130.490005493164,128.410003662109,129.550003051758
"969","KMB",2022-03-03,3,2022,2022-03-04,"After",128.300003051758,129.520004272461,127.730003356934,129.130004882812
"970","KMB",2021-03-04,4,2021,2021-03-03,"Before",129.339996337891,131.559997558594,128.809997558594,130.529998779297
"971","KMB",2021-03-04,4,2021,2021-03-04,"During",129.580001831055,131.339996337891,128.380004882812,128.679992675781
"972","KMB",2021-03-04,4,2021,2021-03-05,"After",129,132.779998779297,128.539993286133,131.589996337891
"973","KMB",2020-03-05,5,2020,2020-03-04,"Before",143.330001831055,149.100006103516,142.929992675781,148.25
"974","KMB",2020-03-05,5,2020,2020-03-05,"During",144.559997558594,146.979995727539,141.850006103516,143.309997558594
"975","KMB",2020-03-05,5,2020,2020-03-06,"After",139.139999389648,147.339996337891,138.639999389648,146.460006713867
"976","KO",2024-03-14,1,2024,2024-03-13,"Before",60.8800010681152,61.2099990844727,60.7999992370605,61.1199989318848
"977","KO",2024-03-14,1,2024,2024-03-14,"During",60.5800018310547,60.7999992370605,60.4000015258789,60.5
"978","KO",2024-03-14,1,2024,2024-03-15,"After",60.0200004577637,60.4500007629395,59.6399993896484,59.8800010681152
"979","KO",2023-03-16,2,2023,2023-03-15,"Before",59.4300003051758,60.4799995422363,59.2400016784668,60.4300003051758
"980","KO",2023-03-16,2,2023,2023-03-16,"During",60.0900001525879,60.3400001525879,59.7000007629395,60.2999992370605
"981","KO",2023-03-16,2,2023,2023-03-17,"After",60.310001373291,60.3499984741211,59.6399993896484,60.0200004577637
"982","KO",2022-03-14,3,2022,2022-03-11,"Before",57.9599990844727,58.8499984741211,57.8600006103516,57.9199981689453
"983","KO",2022-03-14,3,2022,2022-03-14,"During",57.9700012207031,59.0400009155273,57.9700012207031,58.5400009155273
"984","KO",2022-03-14,3,2022,2022-03-15,"After",59.0800018310547,59.8899993896484,58.9799995422363,59.6199989318848
"985","KO",2021-03-12,4,2021,2021-03-11,"Before",51.4099998474121,51.4300003051758,50.810001373291,50.8800010681152
"986","KO",2021-03-12,4,2021,2021-03-12,"During",50.5900001525879,50.6800003051758,50.2000007629395,50.3600006103516
"987","KO",2021-03-12,4,2021,2021-03-15,"After",50.5,51.1199989318848,50.4700012207031,51.0299987792969
"988","KO",2020-03-13,5,2020,2020-03-12,"Before",48.5400009155273,49.9300003051758,46.689998626709,47.1599998474121
"989","KO",2020-03-13,5,2020,2020-03-13,"During",49.5099983215332,49.560001373291,46.6100006103516,48.4700012207031
"990","KO",2020-03-13,5,2020,2020-03-16,"After",42.2400016784668,47.8800010681152,41.1699981689453,45.2599983215332
"991","LANC",2024-12-05,1,2024,2024-12-04,"Before",186.179992675781,186.440002441406,183.850006103516,184.600006103516
"992","LANC",2024-12-05,1,2024,2024-12-05,"During",183.559997558594,184.589996337891,181.949996948242,184.149993896484
"993","LANC",2024-12-05,1,2024,2024-12-06,"After",184.380004882812,185.160003662109,179.410003662109,179.729995727539
"994","LANC",2023-12-01,2,2023,2023-11-30,"Before",164.210006713867,166.020004272461,163.5,165.899993896484
"995","LANC",2023-12-01,2,2023,2023-12-01,"During",165.110000610352,167.610000610352,163.300003051758,167.190002441406
"996","LANC",2023-12-01,2,2023,2023-12-04,"After",167.470001220703,171.169998168945,167.470001220703,169.649993896484
"997","LANC",2022-12-02,3,2022,2022-12-01,"Before",207.350006103516,207.350006103516,201.529998779297,204.330001831055
"998","LANC",2022-12-02,3,2022,2022-12-02,"During",203.529998779297,205.369995117188,200.699996948242,203.490005493164
"999","LANC",2022-12-02,3,2022,2022-12-05,"After",202,203.779998779297,198.860000610352,203.770004272461
"1000","LANC",2021-12-03,4,2021,2021-12-02,"Before",148.169998168945,151.520004272461,148.169998168945,150.279998779297
"1001","LANC",2021-12-03,4,2021,2021-12-03,"During",149.759994506836,151.669998168945,148.759994506836,149.800003051758
"1002","LANC",2021-12-03,4,2021,2021-12-06,"After",151.149993896484,153.460006713867,148.580001831055,152.690002441406
"1003","LANC",2020-12-04,5,2020,2020-12-03,"Before",167.220001220703,169.380004882812,165.350006103516,168.940002441406
"1004","LANC",2020-12-04,5,2020,2020-12-04,"During",168.300003051758,172.029998779297,168.300003051758,171.660003662109
"1005","LANC",2020-12-04,5,2020,2020-12-07,"After",171.240005493164,174.160003662109,169.729995727539,173.630004882812
"1006","LECO",2023-12-28,1,2023,2023-12-27,"Before",219.800003051758,221.139999389648,219.660003662109,220.460006713867
"1007","LECO",2023-12-28,1,2023,2023-12-28,"During",219.75,219.869995117188,218.449996948242,219.110000610352
"1008","LECO",2023-12-28,1,2023,2023-12-29,"After",218.940002441406,220.029998779297,217.220001220703,217.460006713867
"1009","LECO",2022-12-29,2,2022,2022-12-28,"Before",146.740005493164,147.479995727539,142.470001220703,142.660003662109
"1010","LECO",2022-12-29,2,2022,2022-12-29,"During",142.889999389648,145.910003662109,141.979995727539,145.470001220703
"1011","LECO",2022-12-29,2,2022,2022-12-30,"After",144.520004272461,145.070007324219,143.520004272461,144.490005493164
"1012","LECO",2021-12-30,3,2021,2021-12-29,"Before",139.949996948242,141.800003051758,139.949996948242,140.940002441406
"1013","LECO",2021-12-30,3,2021,2021-12-30,"During",140.770004272461,141.320007324219,139.029998779297,139.179992675781
"1014","LECO",2021-12-30,3,2021,2021-12-31,"After",139.160003662109,140.550003051758,139.039993286133,139.470001220703
"1015","LECO",2020-12-30,4,2020,2020-12-29,"Before",118.089996337891,118.650001525879,114.639999389648,116
"1016","LECO",2020-12-30,4,2020,2020-12-30,"During",115.879997253418,117.430000305176,115.879997253418,116.599998474121
"1017","LECO",2020-12-30,4,2020,2020-12-31,"After",116.849998474121,117.480003356934,115.660003662109,116.25
"1018","LECO",2019-12-30,5,2019,2019-12-27,"Before",97.9100036621094,98.0899963378906,97.370002746582,97.5199966430664
"1019","LECO",2019-12-30,5,2019,2019-12-30,"During",97.2099990844727,97.5199966430664,96.1800003051758,97.1500015258789
"1020","LECO",2019-12-30,5,2019,2019-12-31,"After",97.0299987792969,97.75,96.6500015258789,96.7300033569336
"1021","LIN",2024-03-13,1,2024,2024-03-12,"Before",467.390014648438,473.209991455078,466.890014648438,471.470001220703
"1022","LIN",2024-03-13,1,2024,2024-03-13,"During",469.959991455078,477.709991455078,469.959991455078,474.890014648438
"1023","LIN",2024-03-13,1,2024,2024-03-14,"After",475.929992675781,477,473.089996337891,473.940002441406
"1024","LIN",2023-03-13,2,2023,2023-03-10,"Before",346.190002441406,347.390014648438,340.109985351562,341.540008544922
"1025","LIN",2023-03-13,2,2023,2023-03-13,"During",338.739990234375,340.630004882812,334.089996337891,334.829986572266
"1026","LIN",2023-03-13,2,2023,2023-03-14,"After",340.940002441406,346.390014648438,339.260009765625,342.440002441406
"1027","LIN",2022-03-10,3,2022,2022-03-09,"Before",284.320007324219,296.299987792969,281.940002441406,292.769989013672
"1028","LIN",2022-03-10,3,2022,2022-03-10,"During",280.540008544922,288.179992675781,280.160003662109,283.480010986328
"1029","LIN",2022-03-10,3,2022,2022-03-11,"After",288.350006103516,289.5,280.329986572266,280.760009765625
"1030","LIN",2021-03-04,4,2021,2021-03-03,"Before",250.559997558594,251.210006713867,247.460006713867,247.550003051758
"1031","LIN",2021-03-04,4,2021,2021-03-04,"During",247.5,249.669998168945,242.470001220703,245.419998168945
"1032","LIN",2021-03-04,4,2021,2021-03-05,"After",246.279998779297,248.289993286133,241.880004882812,247.639999389648
"1033","LIN",2020-03-05,5,2020,2020-03-04,"Before",198.399993896484,205.75,197.369995117188,205.529998779297
"1034","LIN",2020-03-05,5,2020,2020-03-05,"During",197.740005493164,199.479995727539,195.070007324219,196.509994506836
"1035","LIN",2020-03-05,5,2020,2020-03-06,"After",192.130004882812,192.660003662109,185.759994506836,189.199996948242
"1036","LOW",2024-07-24,1,2024,2024-07-23,"Before",241.089996337891,241.979995727539,237.520004272461,238.309997558594
"1037","LOW",2024-07-24,1,2024,2024-07-24,"During",236.490005493164,239.089996337891,231.449996948242,231.669998168945
"1038","LOW",2024-07-24,1,2024,2024-07-25,"After",231.820007324219,238.679992675781,231.039993286133,234.770004272461
"1039","LOW",2023-07-25,2,2023,2023-07-24,"Before",234.199996948242,235.809997558594,233.580001831055,234
"1040","LOW",2023-07-25,2,2023,2023-07-25,"During",232.380004882812,234.389999389648,231.190002441406,233.940002441406
"1041","LOW",2023-07-25,2,2023,2023-07-26,"After",233.699996948242,235.160003662109,232.830001831055,234.070007324219
"1042","LOW",2022-07-19,3,2022,2022-07-18,"Before",186.610000610352,189.080001831055,185.190002441406,185.789993286133
"1043","LOW",2022-07-19,3,2022,2022-07-19,"During",186.570007324219,189.559997558594,184.820007324219,188.779998779297
"1044","LOW",2022-07-19,3,2022,2022-07-20,"After",188.389999389648,191.440002441406,187.990005493164,191.029998779297
"1045","LOW",2021-07-20,4,2021,2021-07-19,"Before",191.979995727539,193.669998168945,190.039993286133,192.899993896484
"1046","LOW",2021-07-20,4,2021,2021-07-20,"During",191.679992675781,195.410003662109,191.169998168945,194.110000610352
"1047","LOW",2021-07-20,4,2021,2021-07-21,"After",194.559997558594,195.429992675781,193.929992675781,195.130004882812
"1048","LOW",2020-10-20,5,2020,2020-10-19,"Before",178.229995727539,179.910003662109,174.820007324219,175.130004882812
"1049","LOW",2020-10-20,5,2020,2020-10-20,"During",175.5,179.270004272461,174.509994506836,177.089996337891
"1050","LOW",2020-10-20,5,2020,2020-10-21,"After",177.039993286133,179.610000610352,174.320007324219,174.5
"1051","MATW",2024-12-02,1,2024,2024-11-29,"Before",30.7800006866455,30.8099994659424,29.8299999237061,30.1599998474121
"1052","MATW",2024-12-02,1,2024,2024-12-02,"During",29.9400005340576,30.1900005340576,29.1900005340576,29.9699993133545
"1053","MATW",2024-12-02,1,2024,2024-12-03,"After",29.8700008392334,30.1000003814697,29.5400009155273,29.9200000762939
"1054","MATW",2023-11-24,2,2023,2023-11-22,"Before",35.0200004577637,35.3699989318848,34.1399993896484,34.8600006103516
"1055","MATW",2023-11-24,2,2023,2023-11-24,"During",34.7000007629395,34.7599983215332,34.2299995422363,34.3300018310547
"1056","MATW",2023-11-24,2,2023,2023-11-27,"After",34.4300003051758,35.060001373291,34.2099990844727,34.9900016784668
"1057","MATW",2022-11-25,3,2022,2022-11-23,"Before",31.2700004577637,31.8799991607666,31.1000003814697,31.4300003051758
"1058","MATW",2022-11-25,3,2022,2022-11-25,"During",31.25,31.6399993896484,31.1100006103516,31.4200000762939
"1059","MATW",2022-11-25,3,2022,2022-11-28,"After",31.1599998474121,31.7199993133545,31.1100006103516,31.5699996948242
"1060","MATW",2021-11-26,4,2021,2021-11-24,"Before",37.5099983215332,38.2599983215332,37.2400016784668,37.9300003051758
"1061","MATW",2021-11-26,4,2021,2021-11-26,"During",36.4199981689453,37.8699989318848,34.5400009155273,35.1300010681152
"1062","MATW",2021-11-26,4,2021,2021-11-29,"After",35.560001373291,36.4799995422363,34.9799995422363,35.7799987792969
"1063","MATW",2020-11-27,5,2020,2020-11-25,"Before",29.7800006866455,29.7800006866455,28.7999992370605,29.1100006103516
"1064","MATW",2020-11-27,5,2020,2020-11-27,"During",29.3899993896484,29.3899993896484,28.0100002288818,28.6499996185303
"1065","MATW",2020-11-27,5,2020,2020-11-30,"After",28.3400001525879,28.3400001525879,26.6000003814697,26.7299995422363
"1066","MCD",2024-12-02,1,2024,2024-11-29,"Before",294.160003662109,297.049987792969,294.019989013672,296.010009765625
"1067","MCD",2024-12-02,1,2024,2024-12-02,"During",293.5,294.230010986328,290.940002441406,292.440002441406
"1068","MCD",2024-12-02,1,2024,2024-12-03,"After",292.320007324219,294.850006103516,290.290008544922,294.5
"1069","MCD",2023-11-30,2,2023,2023-11-29,"Before",282.209991455078,282.470001220703,279.5,280.380004882812
"1070","MCD",2023-11-30,2,2023,2023-11-30,"During",280.420013427734,282.279998779297,278.059997558594,281.839996337891
"1071","MCD",2023-11-30,2,2023,2023-12-01,"After",283.25,286.859985351562,283,285.959991455078
"1072","MCD",2022-11-30,3,2022,2022-11-29,"Before",271,271.920013427734,269.470001220703,271.410003662109
"1073","MCD",2022-11-30,3,2022,2022-11-30,"During",269.619995117188,273.309997558594,268.829986572266,272.790008544922
"1074","MCD",2022-11-30,3,2022,2022-12-01,"After",273.160003662109,274.239990234375,271.390014648438,273.399993896484
"1075","MCD",2021-11-30,4,2021,2021-11-29,"Before",251.850006103516,252.320007324219,249.830001831055,250.300003051758
"1076","MCD",2021-11-30,4,2021,2021-11-30,"During",247.380004882812,247.899993896484,243.949996948242,244.600006103516
"1077","MCD",2021-11-30,4,2021,2021-12-01,"After",245.759994506836,250.899993896484,244.110000610352,244.179992675781
"1078","MCD",2020-11-30,5,2020,2020-11-27,"Before",219.020004272461,220.399993896484,217.660003662109,218.330001831055
"1079","MCD",2020-11-30,5,2020,2020-11-30,"During",216.460006713867,217.570007324219,214.429992675781,217.440002441406
"1080","MCD",2020-11-30,5,2020,2020-12-01,"After",218.880004882812,218.929992675781,215.529998779297,216.139999389648
"1081","MDT",2024-06-28,1,2024,2024-06-27,"Before",80,80.0699996948242,78.7099990844727,79.3300018310547
"1082","MDT",2024-06-28,1,2024,2024-06-28,"During",78.7399978637695,79.2699966430664,78.2600021362305,78.7099990844727
"1083","MDT",2024-06-28,1,2024,2024-07-01,"After",78.4000015258789,79.379997253418,76.9300003051758,77.120002746582
"1084","MDT",2023-06-22,2,2023,2023-06-21,"Before",88.8899993896484,89.1100006103516,88.0199966430664,88.3199996948242
"1085","MDT",2023-06-22,2,2023,2023-06-22,"During",88.0100021362305,88.2600021362305,87.2200012207031,87.4100036621094
"1086","MDT",2023-06-22,2,2023,2023-06-23,"After",87.2399978637695,87.7900009155273,87.0100021362305,87.4800033569336
"1087","MDT",2022-06-23,3,2022,2022-06-22,"Before",88.1800003051758,89.8899993896484,88.0500030517578,89.25
"1088","MDT",2022-06-23,3,2022,2022-06-23,"During",88.370002746582,89.6100006103516,88.1600036621094,88.6699981689453
"1089","MDT",2022-06-23,3,2022,2022-06-24,"After",89.3499984741211,90.5100021362305,88.25,90.2200012207031
"1090","MDT",2021-06-24,4,2021,2021-06-23,"Before",126.73999786377,126.919998168945,125.440002441406,125.48999786377
"1091","MDT",2021-06-24,4,2021,2021-06-24,"During",125.610000610352,125.800003051758,125.059997558594,125.089996337891
"1092","MDT",2021-06-24,4,2021,2021-06-25,"After",125.25,125.660003662109,124.5,124.930000305176
"1093","MDT",2020-06-25,5,2020,2020-06-24,"Before",92.5100021362305,92.6100006103516,88.870002746582,88.9300003051758
"1094","MDT",2020-06-25,5,2020,2020-06-25,"During",88.1999969482422,89.0800018310547,87.6800003051758,88.8600006103516
"1095","MDT",2020-06-25,5,2020,2020-06-26,"After",89,89.5999984741211,88.1900024414062,88.7699966430664
"1096","MGEE",2024-08-30,1,2024,2024-08-29,"Before",86.3600006103516,86.8600006103516,85.4899978637695,86.5800018310547
"1097","MGEE",2024-08-30,1,2024,2024-08-30,"During",86.5999984741211,86.8499984741211,85.8199996948242,86.7099990844727
"1098","MGEE",2024-08-30,1,2024,2024-09-03,"After",86.1999969482422,87.3300018310547,85.5800018310547,85.9599990844727
"1099","MGEE",2023-08-31,2,2023,2023-08-30,"Before",73.9199981689453,74.6100006103516,73.620002746582,73.9599990844727
"1100","MGEE",2023-08-31,2,2023,2023-08-31,"During",73.6900024414062,73.6900024414062,72.2900009155273,72.4300003051758
"1101","MGEE",2023-08-31,2,2023,2023-09-01,"After",72.4300003051758,72.8899993896484,71.6699981689453,72.0599975585938
"1102","MGEE",2022-08-31,3,2022,2022-08-30,"Before",79.75,79.75,77.7900009155273,78
"1103","MGEE",2022-08-31,3,2022,2022-08-31,"During",77.5800018310547,78.0699996948242,76.879997253418,77.0199966430664
"1104","MGEE",2022-08-31,3,2022,2022-09-01,"After",76.9000015258789,78.4100036621094,76.5500030517578,78.0500030517578
"1105","MGEE",2021-08-31,4,2021,2021-08-30,"Before",80.5500030517578,81.129997253418,80.5100021362305,80.8099975585938
"1106","MGEE",2021-08-31,4,2021,2021-08-31,"During",80.7300033569336,81.1900024414062,80.1699981689453,80.5400009155273
"1107","MGEE",2021-08-31,4,2021,2021-09-01,"After",80.7300033569336,81.5,80.2900009155273,81.120002746582
"1108","MGEE",2020-08-31,5,2020,2020-08-28,"Before",65.9599990844727,65.9599990844727,64.8099975585938,65.6600036621094
"1109","MGEE",2020-08-31,5,2020,2020-08-31,"During",65.3399963378906,65.7799987792969,64.7600021362305,64.9899978637695
"1110","MGEE",2020-08-31,5,2020,2020-09-01,"After",64.6900024414062,64.7600021362305,63.6800003051758,64
"1111","MGRC",2024-04-15,1,2024,2024-04-12,"Before",115.860000610352,116.639999389648,114.879997253418,115
"1112","MGRC",2024-04-15,1,2024,2024-04-15,"During",115.220001220703,115.610000610352,112.940002441406,113
"1113","MGRC",2024-04-15,1,2024,2024-04-16,"After",112.959999084473,112.959999084473,111.620002746582,112.050003051758
"1114","MGRC",2023-04-13,2,2023,2023-04-12,"Before",88.8600006103516,89.879997253418,88.1800003051758,89.6500015258789
"1115","MGRC",2023-04-13,2,2023,2023-04-13,"During",89.6500015258789,90.0800018310547,88.2200012207031,90.0800018310547
"1116","MGRC",2023-04-13,2,2023,2023-04-14,"After",90,90.879997253418,89.9300003051758,90.7200012207031
"1117","MGRC",2022-04-13,3,2022,2022-04-12,"Before",83.0800018310547,83.8399963378906,82.5800018310547,82.8600006103516
"1118","MGRC",2022-04-13,3,2022,2022-04-13,"During",82.8300018310547,84.1900024414062,82.620002746582,84.0500030517578
"1119","MGRC",2022-04-13,3,2022,2022-04-14,"After",84.3300018310547,84.8899993896484,84.0699996948242,84.629997253418
"1120","MGRC",2021-04-14,4,2021,2021-04-13,"Before",81.620002746582,82.3899993896484,79.4700012207031,80.4300003051758
"1121","MGRC",2021-04-14,4,2021,2021-04-14,"During",78.870002746582,82.2399978637695,78.870002746582,81.0400009155273
"1122","MGRC",2021-04-14,4,2021,2021-04-15,"After",81.6999969482422,81.9300003051758,80.4000015258789,81.1100006103516
"1123","MGRC",2020-04-14,5,2020,2020-04-13,"Before",55.0200004577637,55.0200004577637,52.0499992370605,52.6399993896484
"1124","MGRC",2020-04-14,5,2020,2020-04-14,"During",54.3300018310547,54.6100006103516,52.6800003051758,53.5400009155273
"1125","MGRC",2020-04-14,5,2020,2020-04-15,"After",52.3699989318848,52.3699989318848,49.3300018310547,49.4300003051758
"1126","MKC",2024-12-30,1,2024,2024-12-27,"Before",77.4100036621094,78.0299987792969,76.6999969482422,77.0500030517578
"1127","MKC",2024-12-30,1,2024,2024-12-30,"During",76.4800033569336,76.5400009155273,75.2600021362305,75.4499969482422
"1128","MKC",2024-12-30,1,2024,2024-12-31,"After",75.4499969482422,76.4100036621094,75.120002746582,76.2399978637695
"1129","MKC",2023-12-28,2,2023,2023-12-27,"Before",68.1100006103516,68.3300018310547,67.8600006103516,68.2099990844727
"1130","MKC",2023-12-28,2,2023,2023-12-28,"During",67.8499984741211,68.5,67.7900009155273,68.2300033569336
"1131","MKC",2023-12-28,2,2023,2023-12-29,"After",67.9000015258789,68.6399993896484,67.9000015258789,68.4199981689453
"1132","MKC",2022-12-29,3,2022,2022-12-28,"Before",85.0199966430664,85.3600006103516,83.2200012207031,83.2399978637695
"1133","MKC",2022-12-29,3,2022,2022-12-29,"During",83.2399978637695,84.2900009155273,83.0699996948242,84.1399993896484
"1134","MKC",2022-12-29,3,2022,2022-12-30,"After",84.1100006103516,84.2099990844727,81.9599990844727,82.8899993896484
"1135","MKC",2021-12-30,4,2021,2021-12-29,"Before",95.0400009155273,95.9599990844727,94.8600006103516,95.620002746582
"1136","MKC",2021-12-30,4,2021,2021-12-30,"During",95.6999969482422,95.8199996948242,94.9700012207031,95.5699996948242
"1137","MKC",2021-12-30,4,2021,2021-12-31,"After",95.7600021362305,96.8199996948242,95.5699996948242,96.6100006103516
"1138","MKC",2020-12-30,5,2020,2020-12-29,"Before",93.4199981689453,95.6900024414062,93.2799987792969,94.8199996948242
"1139","MKC",2020-12-30,5,2020,2020-12-30,"During",95.4199981689453,95.4899978637695,94.2399978637695,94.5599975585938
"1140","MKC",2020-12-30,5,2020,2020-12-31,"After",94.5599975585938,95.7600021362305,94,95.5999984741211
"1141","MO",2024-09-16,1,2024,2024-09-13,"Before",52.7999992370605,52.9700012207031,52.5800018310547,52.9599990844727
"1142","MO",2024-09-16,1,2024,2024-09-16,"During",52.0400009155273,52.2999992370605,51.6199989318848,51.7000007629395
"1143","MO",2024-09-16,1,2024,2024-09-17,"After",51.4700012207031,51.5900001525879,50.4300003051758,50.5
"1144","MO",2023-09-14,2,2023,2023-09-13,"Before",45,45,44.5999984741211,44.75
"1145","MO",2023-09-14,2,2023,2023-09-14,"During",43.8199996948242,44.1500015258789,43.6100006103516,44.0999984741211
"1146","MO",2023-09-14,2,2023,2023-09-15,"After",43.9300003051758,44.1300010681152,43.4900016784668,43.5299987792969
"1147","MO",2022-09-14,3,2022,2022-09-13,"Before",45.0299987792969,45.0699996948242,42.939998626709,42.9700012207031
"1148","MO",2022-09-14,3,2022,2022-09-14,"During",42.0999984741211,42.2000007629395,41.4099998474121,41.7599983215332
"1149","MO",2022-09-14,3,2022,2022-09-15,"After",41.6500015258789,42.1300010681152,41.5699996948242,42.0099983215332
"1150","MO",2021-09-14,4,2021,2021-09-13,"Before",50.7999992370605,50.9000015258789,49.9300003051758,50.0800018310547
"1151","MO",2021-09-14,4,2021,2021-09-14,"During",49.1300010681152,49.3400001525879,48.3300018310547,48.3699989318848
"1152","MO",2021-09-14,4,2021,2021-09-15,"After",48.3699989318848,49.2799987792969,48.310001373291,49.2299995422363
"1153","MO",2020-09-14,5,2020,2020-09-11,"Before",43.4700012207031,43.7200012207031,43.1599998474121,43.5900001525879
"1154","MO",2020-09-14,5,2020,2020-09-14,"During",42.9000015258789,43.3600006103516,42.6300010681152,43
"1155","MO",2020-09-14,5,2020,2020-09-15,"After",43.0999984741211,43.3899993896484,42.7099990844727,42.7799987792969
"1156","MSA",2024-05-14,1,2024,2024-05-13,"Before",192.169998168945,192.169998168945,189.020004272461,189.029998779297
"1157","MSA",2024-05-14,1,2024,2024-05-14,"During",189.009994506836,189.360000610352,188.270004272461,189.029998779297
"1158","MSA",2024-05-14,1,2024,2024-05-15,"After",189.940002441406,193.389999389648,189.940002441406,192.110000610352
"1159","MSA",2023-05-15,2,2023,2023-05-12,"Before",142.369995117188,143.830001831055,140.449996948242,143.470001220703
"1160","MSA",2023-05-15,2,2023,2023-05-15,"During",142.779998779297,143.210006713867,141.309997558594,143.070007324219
"1161","MSA",2023-05-15,2,2023,2023-05-16,"After",142.259994506836,144.149993896484,141.429992675781,142.509994506836
"1162","MSA",2022-05-13,3,2022,2022-05-12,"Before",119.069999694824,119.919998168945,116.669998168945,119.379997253418
"1163","MSA",2022-05-13,3,2022,2022-05-13,"During",120,121.849998474121,119.199996948242,121
"1164","MSA",2022-05-13,3,2022,2022-05-16,"After",120.660003662109,121.76000213623,118.769996643066,120.599998474121
